split,mechanism,alpha,method,sample_size,target,squared_bias,trace_variance,exact_mse,mc_mean_squared_error,mc_standard_error
reporting,edit,0.7000000000000001,oracle_ipw,64,full_alpha1_population_gradient,0.00015332807032488585,0.00030781982405591457,0.0004611478943808004,0.0004592367322770592,6.571363045054746e-06
reporting,edit,0.75,unweighted,64,full_alpha1_population_gradient,6.67749385740279e-05,0.00027313041291791694,0.00033990535149194486,0.00033634053045769277,3.3644821201001617e-06
reporting,edit,0.75,oracle_ipw,64,full_alpha1_population_gradient,0.00010647782661450394,0.00033249330782478167,0.00043897113443928563,0.0004359089960494017,6.032677644991421e-06
reporting,edit,0.8,unweighted,64,full_alpha1_population_gradient,4.635115675991148e-05,0.0002827382312478792,0.0003290893880077907,0.0003254015747959879,3.0273908584337254e-06
reporting,edit,0.8,oracle_ipw,64,full_alpha1_population_gradient,6.81458090332824e-05,0.0003589526001897284,0.0004270984092230108,0.00042275303822360256,5.596099195340289e-06
reporting,edit,0.8500000000000001,unweighted,64,full_alpha1_population_gradient,3.3194472706721417e-05,0.0002930314872612036,0.000326225959967925,0.0003223985572853609,2.886667559608507e-06
reporting,edit,0.8500000000000001,oracle_ipw,64,full_alpha1_population_gradient,3.833201758122139e-05,0.00038719770115075544,0.00042552971873197683,0.0004197688587996612,5.372750736838768e-06
reporting,edit,0.9,unweighted,64,full_alpha1_population_gradient,2.7304886414457753e-05,0.00030401018095788904,0.0003313150673723468,0.0003273314779258125,3.0006411153866806e-06
reporting,edit,0.9,oracle_ipw,64,full_alpha1_population_gradient,1.7036452258320597e-05,0.0004172286107078624,0.00043426506296618297,0.0004269564577775777,5.488129585763825e-06
reporting,edit,0.9500000000000001,unweighted,64,full_alpha1_population_gradient,2.8682397883120583e-05,0.00031567431233793666,0.00034435671022105724,0.0003402003367173419,3.3755503534671778e-06
