scenario,alpha,relative_bias,absolute_bias,derivative_squared,oracle_selection_bias
untouched_selected,0.435,0.2292759885003335,0.43045222731448396,0.13120459512432317,2.7755575615628914e-17
untouched_selected,0.44,0.2306991456609333,0.4353999540652251,0.1306415163416932,2.7755575615628914e-17
untouched_selected,0.445,0.2321074920047115,0.4403476808159662,0.13007470412903646,2.237726045655905e-16
untouched_selected,0.45,0.23350125735186208,0.4452954075667073,0.12950449236777398,2.220446049250313e-16
untouched_selected,0.455,0.2348806667960267,0.4502431343174486,0.12893119981530082,2.7755575615628914e-17
untouched_selected,0.46,0.2362459408250859,0.45519086106818996,0.1283551307678169,2.220446049250313e-16
untouched_selected,0.465,0.23759729543826724,0.460138587818931,0.12777657569255219,2.7755575615628914e-17
untouched_selected,0.47000000000000003,0.23893494225970266,0.46508631456967214,0.12719581183090578,0.0
untouched_selected,0.47500000000000003,0.24025908864855644,0.4700340413204135,0.12661310377393697,2.7755575615628914e-17
untouched_selected,0.48,0.2415699378058471,0.4749817680711546,0.1260287040115689,2.220446049250313e-16
untouched_selected,0.485,0.24286768887807703,0.4799294948218957,0.12544285345679387,2.7755575615628914e-17
untouched_selected,0.49,0.2441525370577806,0.484877221572637,0.12485578194610168,2.2887833992611187e-16
untouched_selected,0.495,0.24542467368109616,0.4898249483233779,0.12426770871728596,2.7755575615628914e-17
