method,horizon,seed,update,generated_training_trajectories,training_actions,purchased_reference_queries,purchased_invariant_checks,candidate_reference_labels,evaluation_episodes,reference_success,cheap_success,cheap_false_acceptance,reporting_reference_queries
partial_replacement,12,3,25,200,2400,85,1020,165,256,0.484375,0.8046875,0.3203125,256
partial_replacement,12,3,50,400,4800,163,1956,331,256,0.59375,0.8671875,0.2734375,256
partial_replacement,12,3,75,600,7200,243,2916,505,256,0.6796875,0.91796875,0.23828125,256
partial_replacement,12,3,100,800,9600,343,4116,694,256,0.7265625,0.91015625,0.18359375,256
partial_replacement,12,3,125,1000,12000,435,5220,872,256,0.8125,0.94921875,0.13671875,256
partial_replacement,12,3,150,1200,14400,531,6372,1059,256,0.84375,0.95703125,0.11328125,256
partial_replacement,12,3,175,1400,16800,615,7380,1245,256,0.859375,0.96875,0.109375,256
partial_replacement,12,3,200,1600,19200,705,8460,1434,256,0.88671875,0.9765625,0.08984375,256
partial_replacement,12,3,225,1800,21600,792,9504,1627,256,0.89453125,0.98046875,0.0859375,256
partial_replacement,12,3,250,2000,24000,890,10680,1819,256,0.90234375,0.9765625,0.07421875,256
partial_replacement,12,3,275,2200,26400,989,11868,2017,256,0.91015625,0.9765625,0.06640625,256
partial_replacement,12,3,300,2400,28800,1084,13008,2213,256,0.9296875,0.98828125,0.05859375,256
full,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
full,12,4,25,200,2400,148,1776,148,256,0.6015625,0.82421875,0.22265625,256
full,12,4,50,400,4800,319,3828,319,256,0.7265625,0.8828125,0.15625,256
full,12,4,75,600,7200,496,5952,496,256,0.7578125,0.890625,0.1328125,256
full,12,4,100,800,9600,675,8100,675,256,0.83203125,0.9296875,0.09765625,256
full,12,4,125,1000,12000,859,10308,859,256,0.8515625,0.9375,0.0859375,256
full,12,4,150,1200,14400,1040,12480,1040,256,0.8984375,0.953125,0.0546875,256
full,12,4,175,1400,16800,1231,14772,1231,256,0.90625,0.953125,0.046875,256
full,12,4,200,1600,19200,1424,17088,1424,256,0.921875,0.95703125,0.03515625,256
full,12,4,225,1800,21600,1618,19416,1618,256,0.9296875,0.96484375,0.03515625,256
full,12,4,250,2000,24000,1811,21732,1811,256,0.93359375,0.96484375,0.03125,256
full,12,4,275,2200,26400,2006,24072,2006,256,0.94921875,0.9765625,0.02734375,256
full,12,4,300,2400,28800,2200,26400,2200,256,0.953125,0.9765625,0.0234375,256
proxy,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
proxy,12,4,25,200,2400,0,0,152,256,0.421875,0.83984375,0.41796875,256
proxy,12,4,50,400,4800,0,0,331,256,0.48828125,0.90234375,0.4140625,256
proxy,12,4,75,600,7200,0,0,510,256,0.44921875,0.9296875,0.48046875,256
proxy,12,4,100,800,9600,0,0,697,256,0.484375,0.93359375,0.44921875,256
proxy,12,4,125,1000,12000,0,0,881,256,0.4765625,0.953125,0.4765625,256
proxy,12,4,150,1200,14400,0,0,1068,256,0.40234375,0.96484375,0.5625,256
proxy,12,4,175,1400,16800,0,0,1258,256,0.4765625,0.9609375,0.484375,256
proxy,12,4,200,1600,19200,0,0,1453,256,0.4765625,0.95703125,0.48046875,256
proxy,12,4,225,1800,21600,0,0,1647,256,0.453125,0.96484375,0.51171875,256
proxy,12,4,250,2000,24000,0,0,1842,256,0.4140625,0.96484375,0.55078125,256
proxy,12,4,275,2200,26400,0,0,2040,256,0.421875,0.96875,0.546875,256
proxy,12,4,300,2400,28800,0,0,2236,256,0.359375,0.9765625,0.6171875,256
whole_group_residual,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
whole_group_residual,12,4,25,200,2400,58,696,149,256,0.53125,0.80859375,0.27734375,256
whole_group_residual,12,4,50,400,4800,135,1620,318,256,0.67578125,0.87109375,0.1953125,256
whole_group_residual,12,4,75,600,7200,233,2796,493,256,0.7578125,0.890625,0.1328125,256
whole_group_residual,12,4,100,800,9600,322,3864,676,256,0.81640625,0.91796875,0.1015625,256
whole_group_residual,12,4,125,1000,12000,423,5076,861,256,0.8671875,0.94921875,0.08203125,256
whole_group_residual,12,4,150,1200,14400,523,6276,1042,256,0.90234375,0.9609375,0.05859375,256
whole_group_residual,12,4,175,1400,16800,599,7188,1232,256,0.9140625,0.95703125,0.04296875,256
whole_group_residual,12,4,200,1600,19200,690,8280,1426,256,0.92578125,0.9609375,0.03515625,256
whole_group_residual,12,4,225,1800,21600,782,9384,1619,256,0.9296875,0.96484375,0.03515625,256
whole_group_residual,12,4,250,2000,24000,866,10392,1812,256,0.93359375,0.97265625,0.0390625,256
whole_group_residual,12,4,275,2200,26400,966,11592,2007,256,0.9375,0.9765625,0.0390625,256
whole_group_residual,12,4,300,2400,28800,1072,12864,2200,256,0.9375,0.9765625,0.0390625,256
rr_completion,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
rr_completion,12,4,25,200,2400,61,732,149,256,0.5390625,0.8046875,0.265625,256
rr_completion,12,4,50,400,4800,145,1740,319,256,0.6875,0.88671875,0.19921875,256
rr_completion,12,4,75,600,7200,240,2880,496,256,0.69140625,0.84375,0.15234375,256
rr_completion,12,4,100,800,9600,331,3972,676,256,0.8046875,0.90625,0.1015625,256
rr_completion,12,4,125,1000,12000,429,5148,859,256,0.86328125,0.94140625,0.078125,256
rr_completion,12,4,150,1200,14400,528,6336,1039,256,0.90234375,0.9609375,0.05859375,256
rr_completion,12,4,175,1400,16800,613,7356,1229,256,0.91015625,0.953125,0.04296875,256
rr_completion,12,4,200,1600,19200,714,8568,1423,256,0.91796875,0.95703125,0.0390625,256
rr_completion,12,4,225,1800,21600,812,9744,1616,256,0.9375,0.96875,0.03125,256
rr_completion,12,4,250,2000,24000,901,10812,1809,256,0.9375,0.96875,0.03125,256
rr_completion,12,4,275,2200,26400,1011,12132,2005,256,0.94921875,0.9765625,0.02734375,256
rr_completion,12,4,300,2400,28800,1104,13248,2199,256,0.94140625,0.98046875,0.0390625,256
naive_reward_ht,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
naive_reward_ht,12,4,25,200,2400,73,876,145,256,0.51171875,0.796875,0.28515625,256
naive_reward_ht,12,4,50,400,4800,154,1848,311,256,0.62109375,0.84375,0.22265625,256
naive_reward_ht,12,4,75,600,7200,242,2904,482,256,0.6328125,0.84375,0.2109375,256
naive_reward_ht,12,4,100,800,9600,324,3888,653,256,0.69140625,0.875,0.18359375,256
naive_reward_ht,12,4,125,1000,12000,415,4980,831,256,0.73828125,0.8984375,0.16015625,256
naive_reward_ht,12,4,150,1200,14400,502,6024,998,256,0.80078125,0.9140625,0.11328125,256
naive_reward_ht,12,4,175,1400,16800,600,7200,1184,256,0.8203125,0.92578125,0.10546875,256
naive_reward_ht,12,4,200,1600,19200,697,8364,1373,256,0.828125,0.92578125,0.09765625,256
naive_reward_ht,12,4,225,1800,21600,792,9504,1557,256,0.84765625,0.94140625,0.09375,256
naive_reward_ht,12,4,250,2000,24000,883,10596,1746,256,0.85546875,0.94140625,0.0859375,256
naive_reward_ht,12,4,275,2200,26400,971,11652,1937,256,0.859375,0.9453125,0.0859375,256
naive_reward_ht,12,4,300,2400,28800,1063,12756,2124,256,0.87109375,0.953125,0.08203125,256
partial_replacement,12,4,0,0,0,0,0,0,256,0.4140625,0.7265625,0.3125,256
partial_replacement,12,4,25,200,2400,74,888,150,256,0.5078125,0.828125,0.3203125,256
partial_replacement,12,4,50,400,4800,160,1920,327,256,0.6640625,0.87890625,0.21484375,256
partial_replacement,12,4,75,600,7200,250,3000,502,256,0.72265625,0.9140625,0.19140625,256
partial_replacement,12,4,100,800,9600,340,4080,684,256,0.76953125,0.9296875,0.16015625,256
partial_replacement,12,4,125,1000,12000,436,5232,870,256,0.79296875,0.92578125,0.1328125,256
partial_replacement,12,4,150,1200,14400,531,6372,1047,256,0.85546875,0.9609375,0.10546875,256
partial_replacement,12,4,175,1400,16800,633,7596,1239,256,0.87890625,0.96484375,0.0859375,256
partial_replacement,12,4,200,1600,19200,732,8784,1433,256,0.8828125,0.96875,0.0859375,256
partial_replacement,12,4,225,1800,21600,832,9984,1627,256,0.890625,0.96875,0.078125,256
partial_replacement,12,4,250,2000,24000,924,11088,1820,256,0.89453125,0.97265625,0.078125,256
partial_replacement,12,4,275,2200,26400,1013,12156,2015,256,0.92578125,0.98046875,0.0546875,256
partial_replacement,12,4,300,2400,28800,1111,13332,2210,256,0.91796875,0.97265625,0.0546875,256
full,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
full,12,5,25,200,2400,162,1944,162,256,0.6015625,0.8515625,0.25,256
full,12,5,50,400,4800,327,3924,327,256,0.73046875,0.90234375,0.171875,256
full,12,5,75,600,7200,500,6000,500,256,0.7890625,0.91015625,0.12109375,256
full,12,5,100,800,9600,686,8232,686,256,0.8203125,0.93359375,0.11328125,256
full,12,5,125,1000,12000,870,10440,870,256,0.86328125,0.953125,0.08984375,256
full,12,5,150,1200,14400,1060,12720,1060,256,0.890625,0.96484375,0.07421875,256
full,12,5,175,1400,16800,1247,14964,1247,256,0.8984375,0.96875,0.0703125,256
full,12,5,200,1600,19200,1441,17292,1441,256,0.921875,0.98046875,0.05859375,256
full,12,5,225,1800,21600,1631,19572,1631,256,0.9296875,0.98046875,0.05078125,256
full,12,5,250,2000,24000,1824,21888,1824,256,0.9375,0.98046875,0.04296875,256
full,12,5,275,2200,26400,2012,24144,2012,256,0.94921875,0.984375,0.03515625,256
full,12,5,300,2400,28800,2211,26532,2211,256,0.94140625,0.9765625,0.03515625,256
proxy,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
proxy,12,5,25,200,2400,0,0,162,256,0.453125,0.8828125,0.4296875,256
proxy,12,5,50,400,4800,0,0,338,256,0.484375,0.92578125,0.44140625,256
proxy,12,5,75,600,7200,0,0,517,256,0.515625,0.953125,0.4375,256
proxy,12,5,100,800,9600,0,0,705,256,0.48828125,0.9453125,0.45703125,256
proxy,12,5,125,1000,12000,0,0,892,256,0.51171875,0.97265625,0.4609375,256
proxy,12,5,150,1200,14400,0,0,1083,256,0.41015625,0.984375,0.57421875,256
proxy,12,5,175,1400,16800,0,0,1273,256,0.53125,0.98046875,0.44921875,256
proxy,12,5,200,1600,19200,0,0,1468,256,0.51953125,0.984375,0.46484375,256
proxy,12,5,225,1800,21600,0,0,1663,256,0.484375,0.98828125,0.50390625,256
proxy,12,5,250,2000,24000,0,0,1858,256,0.46875,0.98828125,0.51953125,256
proxy,12,5,275,2200,26400,0,0,2044,256,0.375,0.99609375,0.62109375,256
proxy,12,5,300,2400,28800,0,0,2244,256,0.375,0.99609375,0.62109375,256
whole_group_residual,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
whole_group_residual,12,5,25,200,2400,81,972,160,256,0.6015625,0.83984375,0.23828125,256
whole_group_residual,12,5,50,400,4800,177,2124,325,256,0.70703125,0.890625,0.18359375,256
whole_group_residual,12,5,75,600,7200,265,3180,500,256,0.796875,0.90234375,0.10546875,256
whole_group_residual,12,5,100,800,9600,356,4272,685,256,0.8359375,0.94921875,0.11328125,256
whole_group_residual,12,5,125,1000,12000,453,5436,869,256,0.875,0.96875,0.09375,256
whole_group_residual,12,5,150,1200,14400,559,6708,1061,256,0.8984375,0.9609375,0.0625,256
whole_group_residual,12,5,175,1400,16800,647,7764,1246,256,0.91796875,0.9765625,0.05859375,256
whole_group_residual,12,5,200,1600,19200,703,8436,1440,256,0.92578125,0.984375,0.05859375,256
whole_group_residual,12,5,225,1800,21600,763,9156,1632,256,0.91015625,0.96875,0.05859375,256
whole_group_residual,12,5,250,2000,24000,878,10536,1825,256,0.93359375,0.9765625,0.04296875,256
whole_group_residual,12,5,275,2200,26400,924,11088,2016,256,0.9453125,0.98828125,0.04296875,256
whole_group_residual,12,5,300,2400,28800,1004,12048,2215,256,0.9375,0.9765625,0.0390625,256
rr_completion,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
rr_completion,12,5,25,200,2400,72,864,160,256,0.56640625,0.83203125,0.265625,256
rr_completion,12,5,50,400,4800,162,1944,324,256,0.703125,0.890625,0.1875,256
rr_completion,12,5,75,600,7200,246,2952,492,256,0.76171875,0.89453125,0.1328125,256
rr_completion,12,5,100,800,9600,338,4056,674,256,0.828125,0.9296875,0.1015625,256
rr_completion,12,5,125,1000,12000,430,5160,854,256,0.8828125,0.96484375,0.08203125,256
rr_completion,12,5,150,1200,14400,525,6300,1044,256,0.890625,0.9609375,0.0703125,256
rr_completion,12,5,175,1400,16800,614,7368,1229,256,0.9140625,0.96875,0.0546875,256
rr_completion,12,5,200,1600,19200,681,8172,1423,256,0.9140625,0.9609375,0.046875,256
rr_completion,12,5,225,1800,21600,750,9000,1609,256,0.92578125,0.97265625,0.046875,256
rr_completion,12,5,250,2000,24000,861,10332,1802,256,0.94140625,0.984375,0.04296875,256
rr_completion,12,5,275,2200,26400,914,10968,1992,256,0.94921875,0.98828125,0.0390625,256
rr_completion,12,5,300,2400,28800,989,11868,2191,256,0.9453125,0.98828125,0.04296875,256
naive_reward_ht,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
naive_reward_ht,12,5,25,200,2400,82,984,157,256,0.5,0.8046875,0.3046875,256
naive_reward_ht,12,5,50,400,4800,179,2148,317,256,0.58984375,0.8515625,0.26171875,256
naive_reward_ht,12,5,75,600,7200,259,3108,482,256,0.70703125,0.89453125,0.1875,256
naive_reward_ht,12,5,100,800,9600,343,4116,657,256,0.72265625,0.90625,0.18359375,256
naive_reward_ht,12,5,125,1000,12000,431,5172,835,256,0.7734375,0.92578125,0.15234375,256
naive_reward_ht,12,5,150,1200,14400,522,6264,1015,256,0.81640625,0.9453125,0.12890625,256
naive_reward_ht,12,5,175,1400,16800,604,7248,1194,256,0.84375,0.9609375,0.1171875,256
naive_reward_ht,12,5,200,1600,19200,692,8304,1383,256,0.83203125,0.94921875,0.1171875,256
naive_reward_ht,12,5,225,1800,21600,781,9372,1570,256,0.84375,0.94921875,0.10546875,256
naive_reward_ht,12,5,250,2000,24000,876,10512,1760,256,0.84765625,0.953125,0.10546875,256
naive_reward_ht,12,5,275,2200,26400,964,11568,1941,256,0.86328125,0.96484375,0.1015625,256
naive_reward_ht,12,5,300,2400,28800,1058,12696,2134,256,0.86328125,0.95703125,0.09375,256
partial_replacement,12,5,0,0,0,0,0,0,256,0.39453125,0.75,0.35546875,256
partial_replacement,12,5,25,200,2400,86,1032,165,256,0.5625,0.86328125,0.30078125,256
partial_replacement,12,5,50,400,4800,188,2256,332,256,0.65234375,0.90234375,0.25,256
partial_replacement,12,5,75,600,7200,272,3264,506,256,0.7265625,0.94140625,0.21484375,256
partial_replacement,12,5,100,800,9600,360,4320,695,256,0.83203125,0.94921875,0.1171875,256
partial_replacement,12,5,125,1000,12000,450,5400,880,256,0.84375,0.95703125,0.11328125,256
partial_replacement,12,5,150,1200,14400,548,6576,1071,256,0.86328125,0.9765625,0.11328125,256
partial_replacement,12,5,175,1400,16800,638,7656,1260,256,0.86328125,0.9765625,0.11328125,256
partial_replacement,12,5,200,1600,19200,726,8712,1454,256,0.87890625,0.98046875,0.1015625,256
partial_replacement,12,5,225,1800,21600,817,9804,1643,256,0.88671875,0.98046875,0.09375,256
partial_replacement,12,5,250,2000,24000,914,10968,1836,256,0.89453125,0.98046875,0.0859375,256
partial_replacement,12,5,275,2200,26400,1004,12048,2021,256,0.91015625,0.98828125,0.078125,256
partial_replacement,12,5,300,2400,28800,1103,13236,2220,256,0.91015625,0.984375,0.07421875,256
full,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
full,12,6,25,200,2400,155,1860,155,256,0.6171875,0.84765625,0.23046875,256
full,12,6,50,400,4800,323,3876,323,256,0.7109375,0.890625,0.1796875,256
full,12,6,75,600,7200,504,6048,504,256,0.79296875,0.91796875,0.125,256
full,12,6,100,800,9600,686,8232,686,256,0.83203125,0.953125,0.12109375,256
full,12,6,125,1000,12000,871,10452,871,256,0.8671875,0.98046875,0.11328125,256
full,12,6,150,1200,14400,1063,12756,1063,256,0.8828125,0.96875,0.0859375,256
full,12,6,175,1400,16800,1249,14988,1249,256,0.90625,0.98828125,0.08203125,256
full,12,6,200,1600,19200,1436,17232,1436,256,0.91796875,0.9921875,0.07421875,256
full,12,6,225,1800,21600,1626,19512,1626,256,0.921875,0.99609375,0.07421875,256
full,12,6,250,2000,24000,1818,21816,1818,256,0.9296875,0.9921875,0.0625,256
full,12,6,275,2200,26400,2011,24132,2011,256,0.93359375,1.0,0.06640625,256
full,12,6,300,2400,28800,2205,26460,2205,256,0.9375,0.99609375,0.05859375,256
proxy,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
proxy,12,6,25,200,2400,0,0,167,256,0.41796875,0.890625,0.47265625,256
proxy,12,6,50,400,4800,0,0,343,256,0.45703125,0.89453125,0.4375,256
proxy,12,6,75,600,7200,0,0,526,256,0.33984375,0.92578125,0.5859375,256
proxy,12,6,100,800,9600,0,0,710,256,0.32421875,0.96875,0.64453125,256
proxy,12,6,125,1000,12000,0,0,899,256,0.2578125,0.96875,0.7109375,256
proxy,12,6,150,1200,14400,0,0,1088,256,0.2265625,0.98828125,0.76171875,256
proxy,12,6,175,1400,16800,0,0,1280,256,0.1953125,0.98828125,0.79296875,256
proxy,12,6,200,1600,19200,0,0,1468,256,0.12890625,0.9921875,0.86328125,256
proxy,12,6,225,1800,21600,0,0,1663,256,0.1015625,0.9921875,0.890625,256
proxy,12,6,250,2000,24000,0,0,1858,256,0.0625,0.99609375,0.93359375,256
proxy,12,6,275,2200,26400,0,0,2052,256,0.05859375,0.99609375,0.9375,256
proxy,12,6,300,2400,28800,0,0,2244,256,0.046875,0.99609375,0.94921875,256
whole_group_residual,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
whole_group_residual,12,6,25,200,2400,64,768,157,256,0.58984375,0.8515625,0.26171875,256
whole_group_residual,12,6,50,400,4800,135,1620,321,256,0.703125,0.89453125,0.19140625,256
whole_group_residual,12,6,75,600,7200,216,2592,498,256,0.79296875,0.91796875,0.125,256
whole_group_residual,12,6,100,800,9600,331,3972,680,256,0.83984375,0.9453125,0.10546875,256
whole_group_residual,12,6,125,1000,12000,418,5016,864,256,0.8671875,0.9765625,0.109375,256
whole_group_residual,12,6,150,1200,14400,512,6144,1056,256,0.875,0.96875,0.09375,256
whole_group_residual,12,6,175,1400,16800,599,7188,1243,256,0.90234375,0.984375,0.08203125,256
whole_group_residual,12,6,200,1600,19200,711,8532,1431,256,0.91796875,0.9921875,0.07421875,256
whole_group_residual,12,6,225,1800,21600,796,9552,1624,256,0.9453125,0.99609375,0.05078125,256
whole_group_residual,12,6,250,2000,24000,873,10476,1816,256,0.9453125,0.9921875,0.046875,256
whole_group_residual,12,6,275,2200,26400,1012,12144,2008,256,0.9453125,1.0,0.0546875,256
whole_group_residual,12,6,300,2400,28800,1123,13476,2201,256,0.953125,0.99609375,0.04296875,256
rr_completion,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
rr_completion,12,6,25,200,2400,65,780,155,256,0.56640625,0.83203125,0.265625,256
rr_completion,12,6,50,400,4800,144,1728,321,256,0.70703125,0.88671875,0.1796875,256
rr_completion,12,6,75,600,7200,231,2772,495,256,0.7734375,0.90625,0.1328125,256
rr_completion,12,6,100,800,9600,339,4068,677,256,0.84765625,0.95703125,0.109375,256
rr_completion,12,6,125,1000,12000,414,4968,861,256,0.87109375,0.96875,0.09765625,256
rr_completion,12,6,150,1200,14400,507,6084,1052,256,0.8828125,0.9609375,0.078125,256
rr_completion,12,6,175,1400,16800,584,7008,1237,256,0.890625,0.96875,0.078125,256
rr_completion,12,6,200,1600,19200,682,8184,1420,256,0.91796875,0.984375,0.06640625,256
rr_completion,12,6,225,1800,21600,772,9264,1610,256,0.94140625,0.9921875,0.05078125,256
rr_completion,12,6,250,2000,24000,862,10344,1801,256,0.94140625,0.9921875,0.05078125,256
rr_completion,12,6,275,2200,26400,966,11592,1990,256,0.94921875,0.99609375,0.046875,256
rr_completion,12,6,300,2400,28800,1086,13032,2181,256,0.95703125,0.99609375,0.0390625,256
naive_reward_ht,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
naive_reward_ht,12,6,25,200,2400,88,1056,157,256,0.5625,0.79296875,0.23046875,256
naive_reward_ht,12,6,50,400,4800,159,1908,314,256,0.6015625,0.80078125,0.19921875,256
naive_reward_ht,12,6,75,600,7200,245,2940,475,256,0.640625,0.81640625,0.17578125,256
naive_reward_ht,12,6,100,800,9600,335,4020,632,256,0.70703125,0.8515625,0.14453125,256
naive_reward_ht,12,6,125,1000,12000,425,5100,804,256,0.76953125,0.91015625,0.140625,256
naive_reward_ht,12,6,150,1200,14400,517,6204,982,256,0.79296875,0.9140625,0.12109375,256
naive_reward_ht,12,6,175,1400,16800,602,7224,1160,256,0.8125,0.9296875,0.1171875,256
naive_reward_ht,12,6,200,1600,19200,686,8232,1335,256,0.828125,0.94921875,0.12109375,256
naive_reward_ht,12,6,225,1800,21600,777,9324,1517,256,0.859375,0.95703125,0.09765625,256
naive_reward_ht,12,6,250,2000,24000,865,10380,1705,256,0.84765625,0.92578125,0.078125,256
naive_reward_ht,12,6,275,2200,26400,966,11592,1880,256,0.8671875,0.95703125,0.08984375,256
naive_reward_ht,12,6,300,2400,28800,1053,12636,2065,256,0.88671875,0.98046875,0.09375,256
partial_replacement,12,6,0,0,0,0,0,0,256,0.46484375,0.7734375,0.30859375,256
partial_replacement,12,6,25,200,2400,92,1104,163,256,0.578125,0.85546875,0.27734375,256
