scenario,state,mu,tau,bias_mean,bias_sd,ordinary_variance,validation_variance
validation_tilt_025,33,8.556928566324567,0.13881606594281007,-0.7585180026268121,1.477027142917298,9.196645300464635,6.278964619650935
validation_tilt_025,34,8.556928566324567,0.13881606594281007,-0.7257446186593546,1.457474538762619,8.947092178576877,6.263033817172314
validation_tilt_025,35,8.556928566324567,0.13881606594281007,-0.7221925850401574,1.4865984339255318,9.275460540779271,6.680605005718917
validation_tilt_025,36,8.556928566324567,0.13881606594281007,-0.6885721112729906,1.4491107083921841,8.818422891825865,6.414111538688218
validation_tilt_025,37,8.556928566324567,0.13881606594281007,-0.6791664090070171,1.5023313128900888,9.386317361234816,7.254960441309564
validation_tilt_025,38,8.556928566324567,0.13881606594281007,-0.7774454862338636,1.4359905972753118,8.769437333834617,5.521133894563704
validation_tilt_025,39,8.556928566324567,0.13881606594281007,-0.6723896568672632,1.4836055387326428,9.172005099770587,7.028820791020252
validation_tilt_025,40,8.556928566324567,0.13881606594281007,-0.7006619220300854,1.5314127197279275,9.740734116886898,7.524834259579478
validation_tilt_025,41,8.556928566324567,0.13881606594281007,-0.6258060631096631,1.4953913056588393,9.231794079786074,7.527030730189679
validation_tilt_025,44,8.556928566324567,0.13881606594281007,-0.7353255781172856,1.4615469119601632,9.009800765685135,6.226844553551885
validation_tilt_025,45,8.556928566324567,0.13881606594281007,-0.7354726673118437,1.5039706687780603,9.474309849632473,6.860338757412052
validation_tilt_025,46,8.556928566324567,0.13881606594281007,-0.7317685018720987,1.4772457956345826,9.170191952349615,6.508410931540112
validation_tilt_025,48,8.556928566324567,0.13881606594281007,-0.6779760876555354,1.4940853398376017,9.289811407414064,7.153034940612713
validation_tilt_025,49,8.556928566324567,0.13881606594281007,-0.6642478885720795,1.495512663151917,9.285942440229956,7.270210785214289
validation_tilt_025,50,8.556928566324567,0.13881606594281007,-0.7165451655699924,1.4581999004735886,8.949393691210702,6.328850284984853
validation_tilt_025,51,8.556928566324567,0.13881606594281007,-0.7123553263722995,1.4859200823889394,9.257386907686278,6.733616387809121
validation_tilt_025,53,8.556928566324567,0.13881606594281007,-0.648768711606797,1.441368553765292,8.680751308586999,6.6035220836434405
validation_tilt_025,54,8.556928566324567,0.13881606594281007,-0.6135607529306819,1.6369953656255456,10.817716094323568,9.805194538428907
validation_tilt_025,55,8.556928566324567,0.13881606594281007,-0.7167362823265533,1.4972566602603168,9.375875525765657,6.904369494329558
validation_tilt_025,56,8.556928566324567,0.13881606594281007,-0.7544258399712849,1.4908913950180498,9.356546477058277,6.489012813065443
